id_usuario,carreira_desejada,area_atuacao,nivel_experiencia,nivel_experiencia_num,idade,anos_experiencia,escolaridade,escolaridade_num,tempo_disponivel_semanal,taxa_conclusao_usuario,total_cursos_feitos,score_medio
261,QA/Tester,Suporte Técnico,Senior,3,31,13,Ensino Fundamental,1,10,1.0,4,8.34
262,Especialista em Cloud,Infraestrutura/Cloud,Senior,3,40,14,Pós-graduação,6,2,0.833,6,7.98
263,Desenvolvedor Backend,Tecnologia da Informação,Senior,3,42,16,Pós-graduação,6,2,0.6,5,7.84
264,Analista de Dados,Desenvolvimento de Software,Junior,1,19,0,Técnico,3,8,0.4,5,6.68
265,Especialista em Cloud,Segurança da Informação,Intermediário,2,23,5,Superior Completo,5,5,0.571,7,6.21
266,Cientista de Dados,Infraestrutura/Cloud,Intermediário,2,24,5,Pós-graduação,6,15,0.714,7,7.96
267,DevOps Engineer,Tecnologia da Informação,Senior,3,32,14,Superior Incompleto,4,2,1.0,5,8.13
268,Engenheiro de Machine Learning,Suporte Técnico,Intermediário,2,47,6,Pós-graduação,6,6,0.25,4,6.34
269,Especialista em Cloud,Gestão de Produtos,Intermediário,2,46,5,Superior Completo,5,20,0.625,8,7.66
270,DevOps Engineer,Marketing Digital,Intermediário,2,50,4,Superior Completo,5,12,1.0,4,7.91
271,Analista de Segurança,Suporte Técnico,Junior,1,50,3,Ensino Médio,2,10,0.25,4,7.34
272,DevOps Engineer,Estudante,Junior,1,19,0,Pós-graduação,6,8,0.6,5,6.44
273,QA/Tester,Qualidade de Software,Junior,1,27,0,Ensino Médio,2,10,0.6,5,7.01
274,Arquiteto de Software,Infraestrutura/Cloud,Senior,3,30,12,Superior Completo,5,6,0.75,4,8.0
275,Analista de Dados,Tecnologia da Informação,Intermediário,2,41,19,Ensino Fundamental,1,15,0.714,7,8.22
276,Cientista de Dados,Infraestrutura/Cloud,Intermediário,2,32,7,Ensino Médio,2,8,1.0,3,8.48
277,QA/Tester,Segurança da Informação,Senior,3,46,14,Mestrado,7,6,0.5,4,8.11
278,Engenheiro de Dados,Suporte Técnico,Senior,3,29,9,Mestrado,7,4,1.0,8,7.89
279,Engenheiro de Machine Learning,Outro,Senior,3,48,18,Mestrado,7,5,1.0,3,8.52
280,Desenvolvedor Frontend,Infraestrutura/Cloud,Intermediário,2,53,3,Mestrado,7,8,0.75,4,6.91
281,Desenvolvedor Full Stack,Outro,Senior,3,37,10,Superior Incompleto,4,15,0.875,8,8.53
282,DevOps Engineer,Ciência de Dados,Intermediário,2,23,3,Ensino Médio,2,12,0.833,6,8.04
283,Designer UX/UI,Suporte Técnico,Senior,3,43,13,Ensino Fundamental,1,15,0.333,3,8.98
284,Cientista de Dados,Ciência de Dados,Junior,1,35,0,Doutorado,8,15,0.667,6,7.24
285,Desenvolvedor Frontend,Suporte Técnico,Intermediário,2,29,11,Ensino Fundamental,1,6,0.75,4,7.14
286,Especialista em Cloud,Marketing Digital,Junior,1,21,3,Técnico,3,15,0.667,6,7.31
287,Desenvolvedor Frontend,Segurança da Informação,Intermediário,2,25,5,Superior Incompleto,4,2,0.2,5,7.35
288,Engenheiro de Dados,Desenvolvimento de Software,Senior,3,26,8,Ensino Fundamental,1,15,1.0,3,9.03
289,Analista de Segurança,Desenvolvimento de Software,Intermediário,2,39,10,Superior Completo,5,12,0.5,6,8.59
290,Desenvolvedor Frontend,Suporte Técnico,Junior,1,18,0,Técnico,3,8,0.667,3,7.99
291,Desenvolvedor Full Stack,Marketing Digital,Intermediário,2,43,13,Pós-graduação,6,6,0.8,5,7.71
292,Desenvolvedor Backend,Design,Junior,1,40,0,Técnico,3,10,0.667,3,7.89
293,Engenheiro de Machine Learning,Gestão de Produtos,Senior,3,32,14,Ensino Médio,2,20,0.857,7,8.9
294,Desenvolvedor Frontend,Infraestrutura/Cloud,Senior,3,26,8,Pós-graduação,6,6,0.75,4,8.16
295,Product Manager,Tecnologia da Informação,Senior,3,43,8,Superior Incompleto,4,5,0.5,6,8.17
296,Desenvolvedor Full Stack,Outro,Senior,3,42,10,Superior Completo,5,10,0.75,4,7.83
297,Arquiteto de Software,Estudante,Junior,1,19,0,Doutorado,8,4,0.5,4,5.88
298,Analista de Segurança,Gestão de Produtos,Senior,3,51,16,Ensino Médio,2,5,0.667,3,8.24
299,Engenheiro de Machine Learning,Infraestrutura/Cloud,Senior,3,41,6,Ensino Médio,2,6,1.0,5,8.14
300,Product Manager,Desenvolvimento de Software,Junior,1,23,0,Técnico,3,2,0.714,7,6.27
301,Cientista de Dados,Qualidade de Software,Senior,3,46,10,Pós-graduação,6,10,0.8,5,8.71
302,Product Manager,Segurança da Informação,Senior,3,43,17,Doutorado,8,8,0.667,6,8.43
303,Product Manager,Gestão de Produtos,Intermediário,2,24,6,Ensino Médio,2,6,0.857,7,7.32
304,Analista de Dados,Infraestrutura/Cloud,Senior,3,37,7,Mestrado,7,2,0.5,4,7.74
305,Analista de Segurança,Infraestrutura/Cloud,Junior,1,24,0,Mestrado,7,12,0.6,5,7.28
306,Engenheiro de Machine Learning,Tecnologia da Informação,Senior,3,36,16,Mestrado,7,15,1.0,5,8.6
307,Arquiteto de Software,Design,Senior,3,36,17,Técnico,3,2,0.625,8,8.11
308,QA/Tester,Infraestrutura/Cloud,Intermediário,2,31,12,Ensino Médio,2,4,1.0,3,7.39
309,Desenvolvedor Frontend,Gestão de Produtos,Intermediário,2,45,16,Pós-graduação,6,4,0.571,7,7.12
310,Designer UX/UI,Estudante,Intermediário,2,47,5,Pós-graduação,6,5,0.75,8,8.32
311,Analista de Dados,Marketing Digital,Junior,1,21,0,Mestrado,7,15,1.0,3,7.73
312,Analista de Segurança,Outro,Senior,3,46,6,Superior Completo,5,5,1.0,8,8.39
313,Engenheiro de Dados,Tecnologia da Informação,Intermediário,2,49,9,Superior Incompleto,4,5,1.0,3,7.07
314,Arquiteto de Software,Infraestrutura/Cloud,Junior,1,51,0,Ensino Médio,2,12,0.75,8,6.85
315,Engenheiro de Dados,Segurança da Informação,Senior,3,45,17,Ensino Médio,2,12,0.8,5,8.48
316,Product Manager,Ciência de Dados,Senior,3,46,7,Ensino Fundamental,1,2,0.333,6,8.1
317,Desenvolvedor Full Stack,Desenvolvimento de Software,Intermediário,2,20,2,Superior Completo,5,10,0.75,4,7.26
318,Engenheiro de Dados,Estudante,Intermediário,2,54,2,Técnico,3,5,0.4,5,7.25
319,Desenvolvedor Frontend,Desenvolvimento de Software,Intermediário,2,50,14,Ensino Fundamental,1,15,0.667,3,8.01
320,Engenheiro de Machine Learning,Segurança da Informação,Intermediário,2,51,2,Mestrado,7,15,1.0,3,7.44
321,DevOps Engineer,Marketing Digital,Senior,3,31,13,Pós-graduação,6,6,0.75,4,7.5
322,Engenheiro de Machine Learning,Marketing Digital,Intermediário,2,54,13,Ensino Médio,2,12,0.714,7,7.36
323,Desenvolvedor Backend,Desenvolvimento de Software,Intermediário,2,35,6,Ensino Fundamental,1,12,0.75,4,6.51
324,Cientista de Dados,Infraestrutura/Cloud,Senior,3,50,18,Mestrado,7,5,0.75,8,7.73
325,Product Manager,Infraestrutura/Cloud,Intermediário,2,53,17,Superior Completo,5,4,1.0,8,7.41
326,Especialista em Cloud,Segurança da Informação,Junior,1,18,0,Pós-graduação,6,8,0.6,5,6.15
327,Analista de Dados,Tecnologia da Informação,Junior,1,19,0,Doutorado,8,12,0.571,7,7.56
328,Designer UX/UI,Suporte Técnico,Intermediário,2,29,11,Ensino Fundamental,1,8,0.8,5,7.67
329,Analista de Dados,Qualidade de Software,Intermediário,2,47,8,Ensino Fundamental,1,4,1.0,4,7.3
330,Cientista de Dados,Ciência de Dados,Senior,3,52,19,Superior Completo,5,10,1.0,3,8.46
331,Engenheiro de Dados,Tecnologia da Informação,Senior,3,41,16,Doutorado,8,15,0.833,6,8.79
332,Analista de Dados,Desenvolvimento de Software,Senior,3,40,16,Mestrado,7,4,0.8,5,8.14
333,Engenheiro de Machine Learning,Ciência de Dados,Intermediário,2,34,13,Pós-graduação,6,20,0.875,8,7.67
334,Analista de Dados,Outro,Junior,1,19,0,Mestrado,7,20,1.0,4,7.78
335,Desenvolvedor Full Stack,Infraestrutura/Cloud,Senior,3,26,7,Pós-graduação,6,6,0.6,5,8.11
336,Product Manager,Gestão de Produtos,Senior,3,46,12,Mestrado,7,4,0.714,7,7.99
337,Desenvolvedor Frontend,Gestão de Produtos,Junior,1,40,4,Pós-graduação,6,10,0.8,5,7.16
338,Especialista em Cloud,Qualidade de Software,Intermediário,2,35,9,Pós-graduação,6,6,0.625,8,6.93
339,Analista de Dados,Tecnologia da Informação,Senior,3,51,16,Mestrado,7,8,0.857,7,8.42
340,Analista de Dados,Segurança da Informação,Senior,3,42,5,Mestrado,7,12,0.571,7,8.65
341,Engenheiro de Machine Learning,Marketing Digital,Intermediário,2,39,5,Pós-graduação,6,15,0.5,6,7.69
342,Desenvolvedor Frontend,Segurança da Informação,Senior,3,51,11,Ensino Médio,2,20,1.0,6,8.42
343,Designer UX/UI,Ciência de Dados,Intermediário,2,24,5,Pós-graduação,6,2,0.8,5,7.57
344,Desenvolvedor Mobile,Tecnologia da Informação,Intermediário,2,38,13,Superior Completo,5,4,0.75,8,8.05
345,Desenvolvedor Backend,Qualidade de Software,Junior,1,18,0,Ensino Médio,2,8,1.0,6,6.54
346,Desenvolvedor Backend,Suporte Técnico,Senior,3,43,10,Doutorado,8,15,1.0,5,8.69
347,Especialista em Cloud,Qualidade de Software,Intermediário,2,28,3,Pós-graduação,6,2,0.5,4,6.46
348,Desenvolvedor Backend,Infraestrutura/Cloud,Junior,1,52,1,Doutorado,8,12,0.625,8,7.02
349,DevOps Engineer,Suporte Técnico,Junior,1,41,4,Superior Completo,5,15,0.714,7,6.89
350,Engenheiro de Dados,Segurança da Informação,Intermediário,2,50,3,Superior Completo,5,6,1.0,3,8.39
351,DevOps Engineer,Estudante,Intermediário,2,36,2,Pós-graduação,6,6,0.5,4,6.81
352,Desenvolvedor Frontend,Suporte Técnico,Senior,3,34,12,Mestrado,7,4,0.667,6,8.43
353,Product Manager,Segurança da Informação,Junior,1,26,1,Ensino Fundamental,1,8,0.875,8,7.25
354,DevOps Engineer,Qualidade de Software,Senior,3,26,8,Superior Incompleto,4,15,0.875,8,8.97
355,Product Manager,Infraestrutura/Cloud,Junior,1,34,0,Técnico,3,20,0.714,7,7.14
356,Desenvolvedor Full Stack,Infraestrutura/Cloud,Intermediário,2,42,6,Pós-graduação,6,5,0.714,7,7.36
357,Designer UX/UI,Suporte Técnico,Junior,1,20,0,Ensino Fundamental,1,8,1.0,6,7.42
358,Desenvolvedor Mobile,Outro,Intermediário,2,47,5,Doutorado,8,4,0.8,5,7.4
359,Engenheiro de Dados,Marketing Digital,Senior,3,29,9,Mestrado,7,8,1.0,6,8.52
360,Especialista em Cloud,Marketing Digital,Senior,3,34,9,Ensino Fundamental,1,20,1.0,4,8.95
361,Arquiteto de Software,Marketing Digital,Intermediário,2,29,9,Pós-graduação,6,15,0.8,5,7.6
362,Designer UX/UI,Suporte Técnico,Senior,3,25,7,Superior Completo,5,12,0.875,8,8.73
363,Engenheiro de Machine Learning,Suporte Técnico,Senior,3,33,5,Técnico,3,15,1.0,5,8.86
364,Desenvolvedor Frontend,Qualidade de Software,Senior,3,42,17,Técnico,3,20,0.857,7,8.59
365,Cientista de Dados,Suporte Técnico,Intermediário,2,29,11,Mestrado,7,20,0.75,4,8.02
366,Product Manager,Outro,Senior,3,43,14,Superior Completo,5,12,0.833,6,8.9
367,Analista de Dados,Suporte Técnico,Intermediário,2,34,6,Técnico,3,8,0.5,4,7.24
368,Arquiteto de Software,Suporte Técnico,Intermediário,2,24,5,Pós-graduação,6,5,0.429,7,6.55
369,Engenheiro de Dados,Design,Senior,3,40,17,Superior Incompleto,4,6,1.0,4,8.09
370,Especialista em Cloud,Infraestrutura/Cloud,Intermediário,2,52,17,Superior Incompleto,4,12,0.875,8,7.41
371,Desenvolvedor Backend,Tecnologia da Informação,Senior,3,34,13,Ensino Médio,2,15,0.6,5,8.59
372,Especialista em Cloud,Segurança da Informação,Senior,3,52,11,Ensino Fundamental,1,4,0.875,8,8.17
373,Engenheiro de Dados,Qualidade de Software,Junior,1,20,1,Mestrado,7,15,0.8,5,6.8
374,Desenvolvedor Backend,Desenvolvimento de Software,Senior,3,40,11,Técnico,3,12,1.0,3,9.01
375,DevOps Engineer,Estudante,Senior,3,32,14,Pós-graduação,6,6,1.0,5,8.31
376,Engenheiro de Machine Learning,Ciência de Dados,Senior,3,39,12,Superior Completo,5,4,0.625,8,7.78
377,Especialista em Cloud,Infraestrutura/Cloud,Senior,3,50,15,Superior Incompleto,4,4,0.833,6,8.1
378,Especialista em Cloud,Infraestrutura/Cloud,Senior,3,52,9,Pós-graduação,6,4,0.75,4,7.52
379,Product Manager,Infraestrutura/Cloud,Senior,3,47,12,Superior Completo,5,4,0.75,8,8.14
380,Designer UX/UI,Segurança da Informação,Junior,1,49,2,Técnico,3,12,0.75,8,7.07
381,Especialista em Cloud,Qualidade de Software,Intermediário,2,46,16,Superior Completo,5,8,0.333,6,6.68
382,Arquiteto de Software,Infraestrutura/Cloud,Senior,3,33,11,Ensino Médio,2,20,1.0,3,9.08
383,Analista de Segurança,Segurança da Informação,Intermediário,2,27,6,Superior Completo,5,6,1.0,7,7.68
384,Especialista em Cloud,Desenvolvimento de Software,Junior,1,22,0,Doutorado,8,2,0.75,4,5.66
385,QA/Tester,Segurança da Informação,Junior,1,20,1,Mestrado,7,15,1.0,3,7.82
386,Desenvolvedor Frontend,Ciência de Dados,Junior,1,21,3,Pós-graduação,6,8,1.0,6,7.56
387,Analista de Dados,Estudante,Junior,1,18,0,Pós-graduação,6,20,0.4,5,7.43
388,Desenvolvedor Mobile,Gestão de Produtos,Junior,1,41,3,Pós-graduação,6,8,0.75,8,7.69
389,Desenvolvedor Full Stack,Marketing Digital,Intermediário,2,54,10,Pós-graduação,6,10,0.667,6,7.58
390,Desenvolvedor Backend,Estudante,Senior,3,41,10,Doutorado,8,4,1.0,6,8.22
391,Analista de Segurança,Desenvolvimento de Software,Senior,3,42,6,Doutorado,8,6,0.714,7,7.99
392,Product Manager,Estudante,Intermediário,2,21,3,Ensino Fundamental,1,6,0.0,3,7.84
393,Desenvolvedor Mobile,Desenvolvimento de Software,Intermediário,2,27,9,Mestrado,7,4,0.714,7,7.48
394,Especialista em Cloud,Design,Intermediário,2,43,8,Superior Completo,5,2,0.667,3,6.61
395,Desenvolvedor Full Stack,Ciência de Dados,Junior,1,20,2,Doutorado,8,8,0.5,8,6.48
396,Desenvolvedor Frontend,Infraestrutura/Cloud,Senior,3,40,16,Ensino Fundamental,1,20,0.857,7,8.57
397,Designer UX/UI,Qualidade de Software,Senior,3,52,19,Técnico,3,2,1.0,4,7.16
398,Analista de Dados,Estudante,Intermediário,2,52,17,Pós-graduação,6,4,0.667,6,7.68
399,Product Manager,Gestão de Produtos,Intermediário,2,34,2,Ensino Médio,2,5,0.667,3,7.24
400,Desenvolvedor Frontend,Segurança da Informação,Senior,3,30,12,Ensino Fundamental,1,20,1.0,5,8.6
401,Analista de Segurança,Infraestrutura/Cloud,Intermediário,2,21,2,Mestrado,7,8,0.667,3,7.96
402,Cientista de Dados,Outro,Intermediário,2,28,8,Pós-graduação,6,15,0.875,8,7.29
403,Engenheiro de Dados,Ciência de Dados,Intermediário,2,20,2,Ensino Médio,2,5,0.8,5,7.34
404,Desenvolvedor Backend,Estudante,Senior,3,51,11,Pós-graduação,6,20,0.667,3,8.92
405,Desenvolvedor Backend,Suporte Técnico,Intermediário,2,32,7,Doutorado,8,20,1.0,4,7.89
406,Especialista em Cloud,Desenvolvimento de Software,Junior,1,22,2,Doutorado,8,4,0.667,3,6.25
407,Cientista de Dados,Ciência de Dados,Junior,1,25,4,Superior Incompleto,4,4,0.714,7,6.98
408,Engenheiro de Dados,Design,Intermediário,2,23,4,Mestrado,7,8,0.333,6,7.11
409,Cientista de Dados,Estudante,Senior,3,30,12,Superior Incompleto,4,4,0.857,7,8.16
410,Engenheiro de Dados,Estudante,Senior,3,49,18,Pós-graduação,6,5,1.0,4,7.54
411,Desenvolvedor Frontend,Marketing Digital,Senior,3,51,7,Mestrado,7,2,1.0,3,8.31
412,QA/Tester,Gestão de Produtos,Senior,3,23,5,Técnico,3,15,1.0,4,8.36
413,Engenheiro de Machine Learning,Infraestrutura/Cloud,Intermediário,2,30,10,Superior Completo,5,20,0.857,7,7.45
414,Engenheiro de Machine Learning,Gestão de Produtos,Intermediário,2,53,5,Mestrado,7,12,0.833,6,7.17
415,Designer UX/UI,Design,Junior,1,22,2,Ensino Médio,2,20,0.75,8,8.36
416,Engenheiro de Dados,Suporte Técnico,Senior,3,48,9,Superior Completo,5,8,1.0,5,8.34
417,Product Manager,Outro,Senior,3,47,6,Técnico,3,4,0.667,3,7.96
418,Engenheiro de Dados,Infraestrutura/Cloud,Junior,1,53,1,Pós-graduação,6,12,0.5,6,7.85
419,Product Manager,Gestão de Produtos,Junior,1,19,1,Ensino Fundamental,1,2,1.0,5,7.01
420,Desenvolvedor Frontend,Suporte Técnico,Senior,3,34,7,Mestrado,7,4,1.0,3,8.67
421,Designer UX/UI,Outro,Intermediário,2,41,12,Técnico,3,5,0.8,5,7.84
422,Desenvolvedor Backend,Qualidade de Software,Junior,1,23,4,Doutorado,8,12,0.625,8,6.98
423,Desenvolvedor Backend,Tecnologia da Informação,Junior,1,49,1,Pós-graduação,6,8,0.333,3,6.76
424,Engenheiro de Dados,Gestão de Produtos,Junior,1,46,3,Ensino Fundamental,1,6,1.0,3,6.68
425,Arquiteto de Software,Infraestrutura/Cloud,Intermediário,2,49,3,Pós-graduação,6,4,0.833,6,6.62
426,Especialista em Cloud,Tecnologia da Informação,Intermediário,2,21,3,Técnico,3,10,1.0,8,7.05
427,Analista de Dados,Marketing Digital,Junior,1,27,0,Superior Completo,5,10,0.75,8,7.4
428,Desenvolvedor Mobile,Tecnologia da Informação,Senior,3,43,17,Técnico,3,4,0.75,4,7.67
429,Designer UX/UI,Gestão de Produtos,Senior,3,31,11,Ensino Médio,2,6,0.75,4,7.7
430,Especialista em Cloud,Design,Intermediário,2,52,19,Doutorado,8,12,0.667,6,7.48
431,Product Manager,Design,Intermediário,2,46,10,Doutorado,8,2,0.25,4,6.98
432,Desenvolvedor Frontend,Desenvolvimento de Software,Junior,1,23,3,Doutorado,8,5,0.333,3,8.1
433,QA/Tester,Outro,Junior,1,40,1,Ensino Médio,2,4,0.5,8,6.52
434,Especialista em Cloud,Suporte Técnico,Junior,1,46,3,Pós-graduação,6,2,0.833,6,6.66
435,Designer UX/UI,Segurança da Informação,Intermediário,2,52,12,Superior Completo,5,20,1.0,6,8.65
436,Engenheiro de Machine Learning,Outro,Senior,3,32,10,Técnico,3,6,0.833,6,8.13
437,Designer UX/UI,Ciência de Dados,Junior,1,49,1,Superior Incompleto,4,6,0.75,8,6.43
438,Especialista em Cloud,Desenvolvimento de Software,Intermediário,2,39,10,Doutorado,8,5,0.667,3,7.25
439,Engenheiro de Dados,Segurança da Informação,Senior,3,34,11,Pós-graduação,6,15,0.875,8,8.88
440,Especialista em Cloud,Segurança da Informação,Intermediário,2,45,14,Ensino Médio,2,8,0.6,5,6.87
441,Cientista de Dados,Gestão de Produtos,Senior,3,37,5,Doutorado,8,5,0.667,3,8.65
442,Especialista em Cloud,Gestão de Produtos,Junior,1,22,2,Ensino Médio,2,2,0.333,3,5.97
443,Engenheiro de Dados,Suporte Técnico,Junior,1,32,1,Doutorado,8,5,0.667,6,6.84
444,DevOps Engineer,Suporte Técnico,Intermediário,2,42,11,Pós-graduação,6,4,0.571,7,7.33
445,QA/Tester,Segurança da Informação,Intermediário,2,32,11,Técnico,3,15,0.875,8,8.45
446,Analista de Dados,Segurança da Informação,Senior,3,42,16,Ensino Médio,2,8,0.667,6,8.82
447,Desenvolvedor Backend,Design,Senior,3,25,5,Técnico,3,4,1.0,7,7.8
448,QA/Tester,Outro,Junior,1,20,1,Pós-graduação,6,8,0.5,6,6.7
449,Designer UX/UI,Design,Junior,1,20,1,Superior Completo,5,20,0.75,4,7.31
450,Desenvolvedor Mobile,Suporte Técnico,Intermediário,2,31,6,Superior Completo,5,2,1.0,5,7.26
451,Arquiteto de Software,Design,Junior,1,37,3,Ensino Médio,2,20,0.833,6,7.36
452,Product Manager,Qualidade de Software,Junior,1,39,1,Técnico,3,15,1.0,5,8.01
453,Arquiteto de Software,Qualidade de Software,Intermediário,2,25,7,Pós-graduação,6,2,0.8,5,6.35
454,Analista de Segurança,Estudante,Senior,3,35,17,Ensino Fundamental,1,10,1.0,6,8.62
455,Especialista em Cloud,Qualidade de Software,Senior,3,49,10,Superior Incompleto,4,20,0.875,8,8.65
456,Analista de Dados,Qualidade de Software,Senior,3,50,5,Ensino Fundamental,1,20,0.667,6,9.09
457,QA/Tester,Suporte Técnico,Senior,3,25,5,Superior Completo,5,10,1.0,5,8.5
458,DevOps Engineer,Ciência de Dados,Senior,3,41,8,Mestrado,7,2,0.5,4,7.42
459,DevOps Engineer,Tecnologia da Informação,Intermediário,2,29,10,Ensino Fundamental,1,10,0.857,7,7.95
460,DevOps Engineer,Gestão de Produtos,Intermediário,2,45,19,Doutorado,8,2,0.625,8,7.51
461,Engenheiro de Dados,Qualidade de Software,Senior,3,27,7,Pós-graduação,6,4,1.0,4,7.7
462,Engenheiro de Machine Learning,Marketing Digital,Junior,1,50,1,Técnico,3,2,0.667,3,6.71
463,Especialista em Cloud,Marketing Digital,Senior,3,50,8,Ensino Médio,2,2,0.625,8,8.2
464,Desenvolvedor Mobile,Infraestrutura/Cloud,Senior,3,30,10,Superior Completo,5,10,0.667,6,8.75
465,Desenvolvedor Mobile,Desenvolvimento de Software,Junior,1,19,0,Ensino Fundamental,1,12,1.0,5,7.99
466,Cientista de Dados,Gestão de Produtos,Junior,1,32,1,Mestrado,7,12,0.4,5,7.64
467,Desenvolvedor Mobile,Desenvolvimento de Software,Junior,1,28,2,Pós-graduação,6,10,0.5,6,7.73
468,Especialista em Cloud,Desenvolvimento de Software,Senior,3,26,5,Doutorado,8,20,1.0,3,8.85
469,QA/Tester,Design,Intermediário,2,48,8,Ensino Fundamental,1,4,0.75,4,7.42
470,Analista de Dados,Segurança da Informação,Intermediário,2,29,7,Superior Incompleto,4,15,0.75,4,7.67
471,Product Manager,Marketing Digital,Senior,3,45,19,Ensino Fundamental,1,12,0.667,3,8.62
472,DevOps Engineer,Qualidade de Software,Senior,3,28,9,Doutorado,8,6,0.833,6,8.5
473,Designer UX/UI,Estudante,Junior,1,39,2,Mestrado,7,20,0.75,8,8.02
474,QA/Tester,Design,Senior,3,31,10,Pós-graduação,6,4,1.0,3,8.08
475,Engenheiro de Dados,Estudante,Senior,3,29,11,Ensino Fundamental,1,20,0.75,4,8.36
476,Designer UX/UI,Ciência de Dados,Intermediário,2,36,13,Superior Completo,5,6,0.625,8,7.89
477,Analista de Dados,Segurança da Informação,Intermediário,2,25,6,Superior Completo,5,4,0.5,8,7.95
478,Desenvolvedor Backend,Tecnologia da Informação,Senior,3,35,17,Pós-graduação,6,10,0.667,3,8.42
479,Designer UX/UI,Marketing Digital,Senior,3,49,8,Superior Incompleto,4,5,0.75,8,7.92
480,Designer UX/UI,Gestão de Produtos,Intermediário,2,45,9,Ensino Fundamental,1,5,0.5,6,7.62
481,Desenvolvedor Full Stack,Desenvolvimento de Software,Senior,3,52,14,Pós-graduação,6,2,0.667,6,8.31
482,Designer UX/UI,Infraestrutura/Cloud,Senior,3,24,5,Técnico,3,2,1.0,4,7.16
483,QA/Tester,Qualidade de Software,Senior,3,38,19,Técnico,3,8,0.75,4,8.16
484,Product Manager,Outro,Intermediário,2,21,2,Pós-graduação,6,6,0.625,8,7.8
485,Engenheiro de Machine Learning,Qualidade de Software,Intermediário,2,49,8,Doutorado,8,6,0.667,6,6.49
486,Engenheiro de Dados,Marketing Digital,Intermediário,2,51,3,Ensino Médio,2,4,1.0,8,7.2
487,Product Manager,Design,Junior,1,32,1,Ensino Fundamental,1,6,0.8,5,6.42
488,Product Manager,Infraestrutura/Cloud,Junior,1,23,3,Superior Incompleto,4,5,0.8,5,6.29
489,Product Manager,Infraestrutura/Cloud,Junior,1,29,2,Mestrado,7,4,0.5,8,6.49
490,Analista de Segurança,Suporte Técnico,Senior,3,38,14,Ensino Fundamental,1,2,0.75,8,8.02
491,Engenheiro de Machine Learning,Tecnologia da Informação,Senior,3,52,7,Ensino Fundamental,1,6,0.667,3,8.14
492,Engenheiro de Dados,Gestão de Produtos,Senior,3,47,9,Mestrado,7,4,0.667,3,8.06
493,Desenvolvedor Mobile,Gestão de Produtos,Junior,1,54,4,Doutorado,8,10,0.833,6,7.18
